date,open,high,low,close,volume,amount,tradable,is_st,is_delisted
2018-01-02,22.06,22.85,22.0,22.52,2964708,66765224.16,1,0,0
2018-01-03,22.4,22.44,22.0,22.01,7782682,171296830.82,1,0,0
2018-01-04,21.91,22.52,21.88,22.18,3703463,82142809.34,1,0,0
2018-01-05,22.2,22.21,21.3,21.44,3874595,83071316.8,1,0,0
2018-01-08,21.71,22.07,21.34,21.46,1892400,40610904.0,1,0,0
2018-01-09,20.97,21.25,20.93,21.21,4772430,101223240.3,1,0,0
2018-01-10,21.01,21.15,20.76,21.04,4748183,99901770.32,1,0,0
2018-01-11,20.91,21.17,20.65,21.12,3334446,70423499.52,1,0,0
2018-01-12,20.95,22.16,20.46,21.71,1943656,42196771.76,1,0,0
2018-01-15,21.41,22.2,21.34,22.0,2914183,64112026.0,1,0,0
2018-01-16,21.9,22.07,20.97,20.98,6389444,134050535.12,1,0,0
2018-01-17,20.78,21.86,20.6,21.61,6655215,143819196.15,1,0,0
2018-01-18,21.65,22.11,21.43,22.06,2256461,49777529.66,1,0,0
2018-01-19,21.97,23.29,21.89,23.06,5767749,133004291.94,1,0,0
2018-01-22,23.23,23.24,22.19,22.54,6773063,152664840.02,1,0,0
2018-01-23,22.32,22.48,22.16,22.41,4425921,99184889.61,1,0,0
2018-01-24,22.86,23.13,22.03,22.42,3210583,71981270.86,1,0,0
2018-01-25,22.53,22.56,22.12,22.39,1124496,25177465.44,1,0,0
2018-01-26,22.64,22.7,22.15,22.21,6910347,153478806.87,1,0,0
2018-01-29,22.45,23.03,22.25,22.7,6141718,139416998.6,1,0,0
2018-01-30,22.55,23.12,22.53,22.86,6758285,154494395.1,1,0,0
2018-01-31,22.67,23.37,22.29,23.22,5182588,120339693.36,1,0,0
2018-02-01,23.66,23.92,22.73,23.09,7111573,164206220.57,1,0,0
2018-02-02,22.94,23.02,22.34,22.71,7426912,168665171.52,1,0,0
2018-02-05,22.76,23.8,22.36,23.29,1829371,42606050.59,1,0,0
2018-02-06,23.67,24.05,22.61,22.87,5487237,125493110.19,1,0,0
2018-02-07,23.03,23.83,23.0,23.73,4995806,118550476.38,1,0,0
2018-02-08,23.7,23.81,23.35,23.47,6591882,154711470.54,1,0,0
2018-02-09,23.24,24.03,23.11,23.94,3264426,78150358.44,1,0,0
2018-02-12,23.77,23.86,23.01,23.25,1213465,28213061.25,1,0,0
2018-02-13,22.98,23.05,22.27,22.56,7461654,168334914.24,1,0,0
2018-02-14,22.53,23.1,22.47,22.96,6528013,149883178.48,1,0,0
2018-02-15,23.45,24.67,23.35,24.52,2486619,60971897.88,1,0,0
2018-02-16,24.42,24.54,23.94,24.34,4334232,105495206.88,1,0,0
2018-02-19,24.32,24.35,23.77,23.88,3539153,84514973.64,1,0,0
2018-02-20,23.67,23.76,22.88,22.97,3966985,91121645.45,1,0,0
2018-02-21,23.03,23.06,22.9,23.04,7201758,165928504.32,1,0,0
2018-02-22,23.16,23.31,22.29,22.4,7047746,157869510.4,1,0,0
2018-02-23,22.35,22.43,22.14,22.24,3165753,70406346.72,1,0,0
2018-02-26,22.68,22.87,21.95,22.0,7073194,155610268.0,1,0,0
2018-02-27,22.16,22.48,21.9,22.33,5255490,117355091.7,1,1,0
2018-02-28,22.43,22.46,22.09,22.29,3743085,83433364.65,1,1,0
2018-03-01,21.78,22.86,21.77,22.81,1501487,34248918.47,1,1,0
2018-03-02,22.87,22.87,21.65,21.78,6022828,131177193.84,1,1,0
2018-03-05,21.93,21.95,21.28,21.32,5852564,124776664.48,1,1,0
2018-03-06,21.62,21.67,20.59,20.61,4562146,94025829.06,1,1,0
2018-03-07,20.83,21.13,19.73,19.85,3809093,75610496.05,1,1,0
2018-03-08,19.66,20.9,19.54,20.84,3892766,81125243.44,1,1,0
2018-03-09,21.09,21.91,20.78,21.52,1167467,25123889.84,1,1,0
2018-03-12,21.39,21.59,20.88,21.11,5927317,125125661.87,1,1,0
2018-03-13,21.21,21.44,21.17,21.2,4824953,102289003.6,1,1,0
2018-03-14,21.02,21.75,20.73,21.61,2134132,46118592.52,1,1,0
2018-03-15,21.52,21.99,21.04,21.23,6648608,141149947.84,1,1,0
2018-03-16,21.15,21.67,20.95,21.65,5520908,119527658.2,1,1,0
2018-03-19,21.82,21.93,21.45,21.55,3640442,78451525.1,1,1,0
2018-03-20,21.94,22.02,21.05,21.05,5270157,110936804.85,1,1,0
2018-03-21,20.94,21.16,20.41,20.57,6112020,125724251.4,1,1,0
2018-03-22,20.57,20.69,20.5,20.61,1528442,31501189.62,1,1,0
2018-03-23,20.41,20.78,20.34,20.65,2667202,55077721.3,1,1,0
2018-03-26,20.76,21.84,20.26,21.46,5121013,109896938.98,1,1,0
2018-03-27,21.59,21.74,20.74,20.9,5987867,125146420.3,1,1,0
2018-03-28,21.12,21.35,20.13,20.32,2826478,57434032.96,1,1,0
2018-03-29,20.32,20.45,19.99,20.04,4932476,98846819.04,1,1,0
2018-03-30,20.19,20.27,20.09,20.19,6822369,137743630.11,1,1,0
2018-04-02,20.07,20.27,19.75,19.92,5730550,114152556.0,1,1,0
2018-04-03,19.8,20.08,19.24,19.41,1543744,29964071.04,1,1,0
2018-04-04,19.56,19.9,18.42,19.0,3705691,70408129.0,1,1,0
2018-04-05,19.06,19.38,18.63,19.14,2488955,47638598.7,1,1,0
2018-04-06,19.13,19.63,19.12,19.57,1560110,30531352.7,1,1,0
2018-04-09,19.5,19.73,19.48,19.53,1524705,29777488.65,1,1,0
